ID,core,section,cut,sample_number,sampleID,top_depth,bottom_depth,ave_depth,top_depth_adj,bottom_depth_adj,ave_depth_adj,x_m,y_m,dD,d18O,dxs,dln
alhic2302-158-l-23,alhic2302,158,l,23,alhic2302-158-l-23,128.895,128.908,128.9015,128.9522142,128.9652142,128.9587142,-0.111,0.016,-294.54,-36.96,1.13,10.49936397
alhic2302-158-l-24,alhic2302,158,l,24,alhic2302-158-l-24,128.908,128.921,128.9145,128.9652142,128.9782142,128.9717142,-0.111,0.016,-294.11,-36.85,0.73,9.896500872
alhic2302-158-l-25,alhic2302,158,l,25,alhic2302-158-l-25,128.921,128.934,128.9275,128.9782142,128.9912142,128.9847142,-0.111,0.016,-294.47,-36.96,1.2,10.59858508
alhic2302-158-l-26,alhic2302,158,l,26,alhic2302-158-l-26,128.934,128.947,128.9405,128.9912142,129.0042142,128.9977142,-0.111,0.016,-294.24,-36.94,1.3,10.70406081
alhic2302-158-l-27,alhic2302,158,l,27,alhic2302-158-l-27,128.947,128.96,128.9535,129.0042142,129.0172142,129.0107142,-0.111,0.016,-294.71,-36.96,0.94,10.25835741
alhic2302-158-l-28,alhic2302,158,l,28,alhic2302-158-l-28,128.96,128.973,128.9665,129.0172142,129.0302142,129.0237142,-0.111,0.016,-294.98,-37.03,1.26,10.64732774
alhic2302-158-l-29,alhic2302,158,l,29,alhic2302-158-l-29,128.973,128.986,128.9795,129.0302142,129.0432142,129.0367142,-0.111,0.016,-293.59,-36.85,1.2,10.63288836
alhic2302-158-l-30,alhic2302,158,l,30,alhic2302-158-l-30,128.986,128.999,128.9925,129.0432142,129.0562142,129.0497142,-0.111,0.016,-292.95,-36.74,0.99,10.32714074
alhic2302-158-l-31,alhic2302,158,l,31,alhic2302-158-l-31,128.999,129.011,129.005,129.0562142,129.0682142,129.0622142,-0.111,0.016,-293.18,-36.82,1.34,10.88267015
alhic2302-158-l-32,alhic2302,158,l,32,alhic2302-158-l-32,129.011,129.024,129.0175,129.0682142,129.0812142,129.0747142,-0.111,0.016,-292.74,-36.78,1.47,11.06448583
alhic2302-158-l-33,alhic2302,158,l,33,alhic2302-158-l-33,129.024,129.037,129.0305,129.0812142,129.0942142,129.0877142,-0.111,0.016,-292.63,-36.78,1.59,11.22000353
alhic2302-158-l-34,alhic2302,158,l,34,alhic2302-158-l-34,129.037,129.05,129.0435,129.0942142,129.1072142,129.1007142,-0.111,0.016,-292.95,-36.83,1.68,11.3181608
alhic2302-158-l-35,alhic2302,158,l,35,alhic2302-158-l-35,129.05,129.063,129.0565,129.1072142,129.1202142,129.1137142,-0.111,0.016,-292.31,-36.74,1.58,11.23190069
alhic2302-158-l-36,alhic2302,158,l,36,alhic2302-158-l-36,129.063,129.076,129.0695,129.1202142,129.1332142,129.1267142,-0.111,0.016,-292.32,-36.77,1.86,11.54804454
alhic2302-158-l-37,alhic2302,158,l,37,alhic2302-158-l-37,129.076,129.089,129.0825,129.1332142,129.1462142,129.1397142,-0.111,0.016,-291.77,-36.71,1.94,11.66444681
alhic2302-158-l-38,alhic2302,158,l,38,alhic2302-158-l-38,129.089,129.102,129.0955,129.1462142,129.1592142,129.1527142,-0.111,0.016,-290.96,-36.58,1.68,11.37734206
alhic2302-158-l-39,alhic2302,158,l,39,alhic2302-158-l-39,129.102,129.115,129.1085,129.1592142,129.1722142,129.1657142,-0.111,0.016,-291,-36.6,1.78,11.54086873
alhic2302-158-l-40,alhic2302,158,l,40,alhic2302-158-l-40,129.115,129.128,129.1215,129.1722142,129.1852142,129.1787142,-0.111,0.016,-290.91,-36.61,1.98,11.77778224
alhic2302-158-l-41,alhic2302,158,l,41,alhic2302-158-l-41,129.128,129.141,129.1345,129.1852142,129.1982142,129.1917142,-0.111,0.016,-290.59,-36.58,2.08,11.89903829
alhic2302-158-l-42,alhic2302,158,l,42,alhic2302-158-l-42,129.141,129.154,129.1475,129.1982142,129.2112142,129.2047142,-0.111,0.016,-290.5,-36.56,1.94,11.80598278
alhic2302-158-l-43,alhic2302,158,l,43,alhic2302-158-l-43,129.154,129.167,129.1605,129.2112142,129.2242142,129.2177142,-0.111,0.016,-291,-36.56,1.51,11.10101272
alhic2302-158-l-44,alhic2302,158,l,44,alhic2302-158-l-44,129.167,129.18,129.1735,129.2242142,129.2372142,129.2307142,-0.111,0.016,-291.36,-36.61,1.54,11.14296458
alhic2302-158-l-45,alhic2302,158,l,45,alhic2302-158-l-45,129.18,129.193,129.1865,129.2372142,129.2502142,129.2437142,-0.111,0.016,-292,-36.7,1.59,11.22958576
alhic2302-158-l-46,alhic2302,158,l,46,alhic2302-158-l-46,129.193,129.206,129.1995,129.2502142,129.2632142,129.2567142,-0.111,0.016,-292.21,-36.68,1.2,10.71284335
alhic2302-158-l-47,alhic2302,158,l,47,alhic2302-158-l-47,129.206,129.219,129.2125,129.2632142,129.2762142,129.2697142,-0.111,0.016,-292.64,-36.7,0.99,10.32522215
alhic2302-158-l-48,alhic2302,158,l,48,alhic2302-158-l-48,129.219,129.232,129.2255,129.2762142,129.2892142,129.2827142,-0.111,0.016,-292.93,-36.72,0.86,10.13528035
alhic2302-158-l-49,alhic2302,158,l,49,alhic2302-158-l-49,129.232,129.245,129.2385,129.2892142,129.3022142,129.2957142,-0.111,0.016,-293.49,-36.83,1.15,10.55413235
alhic2302-158-l-50,alhic2302,158,l,50,alhic2302-158-l-50,129.245,129.258,129.2515,129.3022142,129.3152142,129.3087142,-0.111,0.016,-293.58,-36.83,1.08,10.4267375
alhic2302-158-l-51,alhic2302,158,l,51,alhic2302-158-l-51,129.258,129.271,129.2645,129.3152142,129.3282142,129.3217142,-0.111,0.016,-293.29,-36.86,1.63,11.16764511
alhic2302-158-l-52,alhic2302,158,l,52,alhic2302-158-l-52,129.271,129.284,129.2775,129.3282142,129.3412142,129.3347142,-0.111,0.016,-292.78,-36.76,1.34,10.78772312
alhic2302-158-l-53,alhic2302,158,l,53,alhic2302-158-l-53,129.284,129.297,129.2905,129.3412142,129.3542142,129.3477142,-0.111,0.016,-292.88,-36.74,1.04,10.42613874
alhic2302-158-l-54,alhic2302,158,l,54,alhic2302-158-l-54,129.297,129.31,129.3035,129.3542142,129.3672142,129.3607142,-0.111,0.016,-291.69,-36.67,1.63,11.3372216
alhic2302-158-l-55,alhic2302,158,l,55,alhic2302-158-l-55,129.31,129.323,129.3165,129.3672142,129.3802142,129.3737142,-0.111,0.016,-290.65,-36.58,1.98,11.81445738
alhic2302-158-l-56,alhic2302,158,l,56,alhic2302-158-l-56,129.323,129.336,129.3295,129.3802142,129.3932142,129.3867142,-0.111,0.016,-290.42,-36.55,1.96,11.80878609
alhic2302-158-l-57,alhic2302,158,l,57,alhic2302-158-l-57,129.336,129.349,129.3425,129.3932142,129.4062142,129.3997142,-0.111,0.016,-289.79,-36.43,1.68,11.37745968
alhic2302-158-l-58,alhic2302,158,l,58,alhic2302-158-l-58,129.349,129.362,129.3555,129.4062142,129.4192142,129.4127142,-0.111,0.016,-289.59,-36.39,1.55,11.21966595
alhic2302-158-l-59,alhic2302,158,l,59,alhic2302-158-l-59,129.362,129.375,129.3685,129.4192142,129.4322142,129.4257142,-0.111,0.016,-289.67,-36.44,1.85,11.65626794
alhic2302-158-l-60,alhic2302,158,l,60,alhic2302-158-l-60,129.375,129.394,129.3845,129.4322142,129.4512142,129.4417142,-0.111,0.016,-289.12,-36.4,2.05,11.9908663
alhic2302-158-r-1,alhic2302,158,r,1,alhic2302-158-r-1,128.696,128.716,128.706,128.6728658,128.6928658,128.6828658,0.028,0.108,-298.23,-37.59,2.52,12.21466011
alhic2302-158-r-2,alhic2302,158,r,2,alhic2302-158-r-2,128.716,128.737,128.7265,128.6928658,128.7138658,128.7033658,0.028,0.108,-298.04,-37.57,2.53,12.26398079
alhic2302-158-r-3,alhic2302,158,r,3,alhic2302-158-r-3,128.737,128.749,128.743,128.7138658,128.7258658,128.7198658,0.028,0.108,-298.05,-37.56,2.46,12.13905249
alhic2302-158-r-4,alhic2302,158,r,4,alhic2302-158-r-4,128.749,128.761,128.755,128.7258658,128.7378658,128.7318658,0.028,0.108,-297.16,-37.41,2.12,11.74678673
alhic2302-158-r-5,alhic2302,158,r,5,alhic2302-158-r-5,128.761,128.774,128.7675,128.7378658,128.7508658,128.7443658,0.028,0.108,-295.99,-37.18,1.45,10.86891661
alhic2302-158-r-6,alhic2302,158,r,6,alhic2302-158-r-6,128.774,128.786,128.78,128.7508658,128.7628658,128.7568658,0.028,0.108,-295.61,-37.14,1.49,10.96698905
alhic2302-158-r-7,alhic2302,158,r,7,alhic2302-158-r-7,128.786,128.798,128.792,128.7628658,128.7748658,128.7688658,0.028,0.108,-295,-37.04,1.31,10.72925493
alhic2302-158-r-8,alhic2302,158,r,8,alhic2302-158-r-8,128.798,128.81,128.804,128.7748658,128.7868658,128.7808658,0.028,0.108,-294.62,-36.98,1.19,10.60645272
alhic2302-158-r-9,alhic2302,158,r,9,alhic2302-158-r-9,128.81,128.822,128.816,128.7868658,128.7988658,128.7928658,0.028,0.108,-294.31,-36.93,1.1,10.49464937
alhic2302-158-r-10,alhic2302,158,r,10,alhic2302-158-r-10,128.822,128.834,128.828,128.7988658,128.8108658,128.8048658,0.028,0.108,-294.58,-36.93,0.85,10.1119719
alhic2302-158-r-11,alhic2302,158,r,11,alhic2302-158-r-11,128.834,128.846,128.84,128.8108658,128.8228658,128.8168658,0.028,0.108,-295.67,-37.1,1.11,10.44037506
alhic2302-158-r-12,alhic2302,158,r,12,alhic2302-158-r-12,128.846,128.859,128.8525,128.8228658,128.8358658,128.8293658,0.028,0.108,-296.1,-37.13,0.91,10.16074111
alhic2302-158-r-13,alhic2302,158,r,13,alhic2302-158-r-13,128.859,128.871,128.865,128.8358658,128.8478658,128.8418658,0.028,0.108,-297.15,-37.29,1.17,10.43470992
alhic2302-158-r-14,alhic2302,158,r,14,alhic2302-158-r-14,128.871,128.883,128.877,128.8478658,128.8598658,128.8538658,0.028,0.108,-297.76,-37.25,0.27,9.124570058
alhic2302-158-r-15,alhic2302,158,r,15,alhic2302-158-r-15,128.883,128.895,128.889,128.8598658,128.8718658,128.8658658,0.028,0.108,-298.24,-37.39,0.9,9.987858292
alhic2302-158-r-16,alhic2302,158,r,16,alhic2302-158-r-16,128.895,128.907,128.901,128.8718658,128.8838658,128.8778658,0.028,0.108,-297.87,-37.31,0.65,9.630762001
alhic2302-158-r-17,alhic2302,158,r,17,alhic2302-158-r-17,128.907,128.919,128.913,128.8838658,128.8958658,128.8898658,0.028,0.108,-298.14,-37.35,0.65,9.688187044
alhic2302-158-r-18,alhic2302,158,r,18,alhic2302-158-r-18,128.919,128.931,128.925,128.8958658,128.9078658,128.9018658,0.028,0.108,-297.7,-37.3,0.72,9.762360553
alhic2302-158-r-19,alhic2302,158,r,19,alhic2302-158-r-19,128.931,128.943,128.937,128.9078658,128.9198658,128.9138658,0.028,0.108,-297.67,-37.34,1.03,10.24709041
alhic2302-158-r-20,alhic2302,158,r,20,alhic2302-158-r-20,128.943,128.956,128.9495,128.9198658,128.9328658,128.9263658,0.028,0.108,-297.13,-37.26,0.98,10.13175312
alhic2302-158-r-21,alhic2302,158,r,21,alhic2302-158-r-21,128.956,128.968,128.962,128.9328658,128.9448658,128.9388658,0.028,0.108,-296.57,-37.2,1.03,10.26554239
alhic2302-158-r-22,alhic2302,158,r,22,alhic2302-158-r-22,128.968,128.98,128.974,128.9448658,128.9568658,128.9508658,0.028,0.108,-295.87,-37.12,1.08,10.37707748
alhic2302-158-r-23,alhic2302,158,r,23,alhic2302-158-r-23,128.98,128.992,128.986,128.9568658,128.9688658,128.9628658,0.028,0.108,-295.39,-37.04,0.97,10.17591037
alhic2302-158-r-24,alhic2302,158,r,24,alhic2302-158-r-24,128.992,129.004,128.998,128.9688658,128.9808658,128.9748658,0.028,0.108,-294.35,-36.93,1.05,10.43796565
alhic2302-158-r-25,alhic2302,158,r,25,alhic2302-158-r-25,129.004,129.016,129.01,128.9808658,128.9928658,128.9868658,0.028,0.108,-294.39,-36.96,1.29,10.71196859
alhic2302-158-r-26,alhic2302,158,r,26,alhic2302-158-r-26,129.016,129.028,129.022,128.9928658,129.0048658,128.9988658,0.028,0.108,-294.32,-36.97,1.45,10.92141315
alhic2302-158-r-27,alhic2302,158,r,27,alhic2302-158-r-27,129.028,129.041,129.0345,129.0048658,129.0178658,129.0113658,0.028,0.108,-294.84,-36.92,0.56,9.633113833
alhic2302-158-r-28,alhic2302,158,r,28,alhic2302-158-r-28,129.041,129.053,129.047,129.0178658,129.0298658,129.0238658,0.028,0.108,-294.44,-36.95,1.18,10.53086816
alhic2302-158-r-29,alhic2302,158,r,29,alhic2302-158-r-29,129.053,129.065,129.059,129.0298658,129.0418658,129.0358658,0.028,0.108,-294.41,-36.96,1.27,10.68362392
alhic2302-158-r-30,alhic2302,158,r,30,alhic2302-158-r-30,129.065,129.077,129.071,129.0418658,129.0538658,129.0478658,0.028,0.108,-294.41,-36.93,1.04,10.35293405
alhic2302-158-r-31,alhic2302,158,r,31,alhic2302-158-r-31,129.077,129.089,129.083,129.0538658,129.0658658,129.0598658,0.028,0.108,-294.94,-37.07,1.62,11.14528818
alhic2302-158-r-32,alhic2302,158,r,32,alhic2302-158-r-32,129.089,129.101,129.095,129.0658658,129.0778658,129.0718658,0.028,0.108,-293.99,-36.91,1.28,10.72758003
alhic2302-158-r-33,alhic2302,158,r,33,alhic2302-158-r-33,129.101,129.113,129.107,129.0778658,129.0898658,129.0838658,0.028,0.108,-294.41,-36.96,1.26,10.68362392
alhic2302-158-r-34,alhic2302,158,r,34,alhic2302-158-r-34,129.113,129.126,129.1195,129.0898658,129.1028658,129.0963658,0.028,0.108,-294,-36.9,1.23,10.60321503
alhic2302-158-r-35,alhic2302,158,r,35,alhic2302-158-r-35,129.126,129.138,129.132,129.1028658,129.1148658,129.1088658,0.028,0.108,-293.93,-36.92,1.42,10.92276914
alhic2302-158-r-36,alhic2302,158,r,36,alhic2302-158-r-36,129.138,129.15,129.144,129.1148658,129.1268658,129.1208658,0.028,0.108,-293.46,-36.86,1.46,10.92706488
alhic2302-158-r-37,alhic2302,158,r,37,alhic2302-158-r-37,129.15,129.162,129.156,129.1268658,129.1388658,129.1328658,0.028,0.108,-293.34,-36.87,1.66,11.20706387
alhic2302-158-r-38,alhic2302,158,r,38,alhic2302-158-r-38,129.162,129.174,129.168,129.1388658,129.1508658,129.1448658,0.028,0.108,-292.91,-36.84,1.78,11.48488206
alhic2302-158-r-39,alhic2302,158,r,39,alhic2302-158-r-39,129.174,129.186,129.18,129.1508658,129.1628658,129.1568658,0.028,0.108,-292.62,-36.76,1.45,11.01393548
alhic2302-158-r-40,alhic2302,158,r,40,alhic2302-158-r-40,129.186,129.198,129.192,129.1628658,129.1748658,129.1688658,0.028,0.108,-293.34,-36.85,1.42,10.98672787
alhic2302-158-r-41,alhic2302,158,r,41,alhic2302-158-r-41,129.198,129.21,129.204,129.1748658,129.1868658,129.1808658,0.028,0.108,-292.58,-36.79,1.7,11.40079873
alhic2302-158-r-42,alhic2302,158,r,42,alhic2302-158-r-42,129.21,129.223,129.2165,129.1868658,129.1998658,129.1933658,0.028,0.108,-291.9,-36.72,1.85,11.59093611
alhic2302-158-r-43,alhic2302,158,r,43,alhic2302-158-r-43,129.223,129.235,129.229,129.1998658,129.2118658,129.2058658,0.028,0.108,-291.48,-36.72,2.28,12.18389684
alhic2302-158-r-44,alhic2302,158,r,44,alhic2302-158-r-44,129.235,129.247,129.241,129.2118658,129.2238658,129.2178658,0.028,0.108,-291.3,-36.68,2.17,11.99770964
alhic2302-158-r-45,alhic2302,158,r,45,alhic2302-158-r-45,129.247,129.259,129.253,129.2238658,129.2358658,129.2298658,0.028,0.108,-290.87,-36.61,2.02,11.83419097
alhic2302-158-r-46,alhic2302,158,r,46,alhic2302-158-r-46,129.259,129.271,129.265,129.2358658,129.2478658,129.2418658,0.028,0.108,-290.66,-36.61,2.22,12.13028465
alhic2302-158-r-47,alhic2302,158,r,47,alhic2302-158-r-47,129.271,129.283,129.277,129.2478658,129.2598658,129.2538658,0.028,0.108,-290.45,-36.59,2.28,12.20633355
alhic2302-158-r-48,alhic2302,158,r,48,alhic2302-158-r-48,129.283,129.295,129.289,129.2598658,129.2718658,129.2658658,0.028,0.108,-291.06,-36.64,2.02,11.89621146
alhic2302-158-r-49,alhic2302,158,r,49,alhic2302-158-r-49,129.295,129.308,129.3015,129.2718658,129.2848658,129.2783658,0.028,0.108,-291.2,-36.64,1.92,11.69871403
alhic2302-158-r-50,alhic2302,158,r,50,alhic2302-158-r-50,129.308,129.32,129.314,129.2848658,129.2968658,129.2908658,0.028,0.108,-291.83,-36.7,1.8,11.46966993
alhic2302-158-r-51,alhic2302,158,r,51,alhic2302-158-r-51,129.32,129.332,129.326,129.2968658,129.3088658,129.3028658,0.028,0.108,-292.18,-36.78,2.05,11.85596056
alhic2302-158-r-52,alhic2302,158,r,52,alhic2302-158-r-52,129.332,129.356,129.344,129.3088658,129.3328658,129.3208658,0.028,0.108,-293.26,-36.84,1.46,10.98977302
alhic2302-159_3-l-1,alhic2302,159_3,l,1,alhic2302-159_3-l-1,129.822,129.833,129.8275,129.889043,129.900043,129.894543,-0.032,0.1065,-294.75,-36.96,0.9,10.20164154
alhic2302-159_3-l-2,alhic2302,159_3,l,2,alhic2302-159_3-l-2,129.833,129.845,129.839,129.900043,129.912043,129.906043,-0.032,0.1065,-295.12,-37.08,1.55,11.00028291
alhic2302-159_3-l-3,alhic2302,159_3,l,3,alhic2302-159_3-l-3,129.845,129.857,129.851,129.912043,129.924043,129.918043,-0.032,0.1065,-295.41,-37.16,1.88,11.47164127
alhic2302-159_3-l-4,alhic2302,159_3,l,4,alhic2302-159_3-l-4,129.857,129.869,129.863,129.924043,129.936043,129.930043,-0.032,0.1065,-294.93,-37.11,1.93,11.60081402
alhic2302-159_3-l-5,alhic2302,159_3,l,5,alhic2302-159_3-l-5,129.869,129.881,129.875,129.936043,129.948043,129.942043,-0.032,0.1065,-294.83,-37.11,2.06,11.74263386
alhic2302-159_3-l-6,alhic2302,159_3,l,6,alhic2302-159_3-l-6,129.881,129.893,129.887,129.948043,129.960043,129.954043,-0.032,0.1065,-294.39,-37.03,1.82,11.48383347
alhic2302-159_3-l-7,alhic2302,159_3,l,7,alhic2302-159_3-l-7,129.893,129.905,129.899,129.960043,129.972043,129.966043,-0.032,0.1065,-294.37,-37,1.65,11.18133435
alhic2302-159_3-l-8,alhic2302,159_3,l,8,alhic2302-159_3-l-8,129.905,129.917,129.911,129.972043,129.984043,129.978043,-0.032,0.1065,-294.61,-37.08,2,11.7235487
alhic2302-159_3-l-9,alhic2302,159_3,l,9,alhic2302-159_3-l-9,129.917,129.929,129.923,129.984043,129.996043,129.990043,-0.032,0.1065,-294.35,-37.05,2.08,11.76111885
alhic2302-159_3-l-10,alhic2302,159_3,l,10,alhic2302-159_3-l-10,129.929,129.941,129.935,129.996043,130.008043,130.002043,-0.032,0.1065,-294.5,-37.09,2.19,11.98981069
alhic2302-159_3-l-11,alhic2302,159_3,l,11,alhic2302-159_3-l-11,129.941,129.953,129.947,130.008043,130.020043,130.014043,-0.032,0.1065,-294.32,-37.06,2.18,11.9139421
alhic2302-159_3-l-12,alhic2302,159_3,l,12,alhic2302-159_3-l-12,129.953,129.965,129.959,130.020043,130.032043,130.026043,-0.032,0.1065,-294.53,-37.06,1.95,11.61631251
alhic2302-159_3-l-13,alhic2302,159_3,l,13,alhic2302-159_3-l-13,129.965,129.977,129.971,130.032043,130.044043,130.038043,-0.032,0.1065,-294.33,-36.99,1.59,11.12775327
alhic2302-159_3-l-14,alhic2302,159_3,l,14,alhic2302-159_3-l-14,129.977,129.989,129.983,130.044043,130.056043,130.050043,-0.032,0.1065,-294.33,-37.04,2.03,11.67915824
alhic2302-159_3-l-15,alhic2302,159_3,l,15,alhic2302-159_3-l-15,129.989,130.001,129.995,130.056043,130.068043,130.062043,-0.032,0.1065,-294.68,-37.09,2.02,11.73463994
alhic2302-159_3-l-16,alhic2302,159_3,l,16,alhic2302-159_3-l-16,130.001,130.013,130.007,130.068043,130.080043,130.074043,-0.032,0.1065,-294.86,-37.12,2.07,11.81044394
alhic2302-159_3-l-17,alhic2302,159_3,l,17,alhic2302-159_3-l-17,130.013,130.025,130.019,130.080043,130.092043,130.086043,-0.032,0.1065,-294.8,-37.08,1.83,11.45415788
alhic2302-159_3-l-18,alhic2302,159_3,l,18,alhic2302-159_3-l-18,130.025,130.037,130.031,130.092043,130.104043,130.098043,-0.032,0.1065,-295,-37.15,2.19,11.94298763
alhic2302-159_3-l-19,alhic2302,159_3,l,19,alhic2302-159_3-l-19,130.037,130.049,130.043,130.104043,130.116043,130.110043,-0.032,0.1065,-294.91,-37.14,2.18,11.96026325
alhic2302-159_3-l-20,alhic2302,159_3,l,20,alhic2302-159_3-l-20,130.049,130.061,130.055,130.116043,130.128043,130.122043,-0.032,0.1065,-295.18,-37.17,2.17,11.90840938
alhic2302-159_3-l-21,alhic2302,159_3,l,21,alhic2302-159_3-l-21,130.061,130.088,130.0745,130.128043,130.155043,130.141543,-0.032,0.1065,-295.88,-37.22,1.87,11.4668159
alhic2302-159_3-l-22,alhic2302,159_3,l,22,alhic2302-159_3-l-22,130.088,130.1,130.094,130.155043,130.167043,130.161043,-0.032,0.1065,-296.47,-37.31,2.02,11.6227095
alhic2302-159_3-l-23,alhic2302,159_3,l,23,alhic2302-159_3-l-23,130.1,130.112,130.106,130.167043,130.179043,130.173043,-0.032,0.1065,-296.62,-37.32,1.95,11.51997609
alhic2302-159_3-l-24,alhic2302,159_3,l,24,alhic2302-159_3-l-24,130.112,130.124,130.118,130.179043,130.191043,130.185043,-0.032,0.1065,-297.27,-37.4,1.92,11.47970106
alhic2302-159_3-l-25,alhic2302,159_3,l,25,alhic2302-159_3-l-25,130.124,130.136,130.13,130.191043,130.203043,130.197043,-0.032,0.1065,-297.34,-37.44,2.18,11.82239054
alhic2302-159_3-l-26,alhic2302,159_3,l,26,alhic2302-159_3-l-26,130.136,130.148,130.142,130.203043,130.215043,130.209043,-0.032,0.1065,-297.37,-37.41,1.93,11.44795431
alhic2302-159_3-l-27,alhic2302,159_3,l,27,alhic2302-159_3-l-27,130.148,130.16,130.154,130.215043,130.227043,130.221043,-0.032,0.1065,-297.4,-37.44,2.13,11.73699709
alhic2302-159_3-l-28,alhic2302,159_3,l,28,alhic2302-159_3-l-28,130.16,130.172,130.166,130.227043,130.239043,130.233043,-0.032,0.1065,-297.54,-37.45,2.06,11.64831208
alhic2302-159_3-l-29,alhic2302,159_3,l,29,alhic2302-159_3-l-29,130.172,130.184,130.178,130.239043,130.251043,130.245043,-0.032,0.1065,-297.59,-37.49,2.3,12.0195831
alhic2302-159_3-l-30,alhic2302,159_3,l,30,alhic2302-159_3-l-30,130.184,130.196,130.19,130.251043,130.263043,130.257043,-0.032,0.1065,-297.59,-37.45,2.03,11.57713112
alhic2302-159_3-l-31,alhic2302,159_3,l,31,alhic2302-159_3-l-31,130.196,130.208,130.202,130.263043,130.275043,130.269043,-0.032,0.1065,-297.1,-37.44,2.45,12.16389144
alhic2302-159_3-l-32,alhic2302,159_3,l,32,alhic2302-159_3-l-32,130.208,130.22,130.214,130.275043,130.287043,130.281043,-0.032,0.1065,-297.33,-37.44,2.2,11.83662207
alhic2302-159_3-l-33,alhic2302,159_3,l,33,alhic2302-159_3-l-33,130.22,130.232,130.226,130.287043,130.299043,130.293043,-0.032,0.1065,-297.39,-37.42,2.01,11.53006226
alhic2302-159_3-r-1,alhic2302,159_3,r,1,alhic2302-159_3-r-1,129.823,129.834,129.8285,129.7539353,129.7649353,129.7594353,0.1085,0.018,-294.98,-37.09,1.77,11.3092106
alhic2302-159_3-r-2,alhic2302,159_3,r,2,alhic2302-159_3-r-2,129.834,129.846,129.84,129.7649353,129.7769353,129.7709353,0.1085,0.018,-295.71,-37.21,1.96,11.597796
alhic2302-159_3-r-3,alhic2302,159_3,r,3,alhic2302-159_3-r-3,129.846,129.857,129.8515,129.7769353,129.7879353,129.7824353,0.1085,0.018,-295.32,-37.13,1.69,11.26823956
alhic2302-159_3-r-4,alhic2302,159_3,r,4,alhic2302-159_3-r-4,129.857,129.869,129.863,129.7879353,129.7999353,129.7939353,0.1085,0.018,-295.08,-37.09,1.6,11.16736059
alhic2302-159_3-r-5,alhic2302,159_3,r,5,alhic2302-159_3-r-5,129.869,129.88,129.8745,129.7999353,129.8109353,129.8054353,0.1085,0.018,-295.48,-37.18,1.96,11.59307587
alhic2302-159_3-r-6,alhic2302,159_3,r,6,alhic2302-159_3-r-6,129.88,129.892,129.886,129.8109353,129.8229353,129.8169353,0.1085,0.018,-295.23,-37.13,1.78,11.39594895
alhic2302-159_3-r-7,alhic2302,159_3,r,7,alhic2302-159_3-r-7,129.892,129.903,129.8975,129.8229353,129.8339353,129.8284353,0.1085,0.018,-294.91,-37.06,1.59,11.07751939
alhic2302-159_3-r-8,alhic2302,159_3,r,8,alhic2302-159_3-r-8,129.903,129.915,129.909,129.8339353,129.8459353,129.8399353,0.1085,0.018,-294.54,-36.99,1.4,10.83011945
alhic2302-159_3-r-9,alhic2302,159_3,r,9,alhic2302-159_3-r-9,129.915,129.926,129.9205,129.8459353,129.8569353,129.8514353,0.1085,0.018,-295.45,-37.15,1.76,11.30448596
alhic2302-159_3-r-10,alhic2302,159_3,r,10,alhic2302-159_3-r-10,129.926,129.938,129.932,129.8569353,129.8689353,129.8629353,0.1085,0.018,-294.74,-37.07,1.84,11.42891176
alhic2302-159_3-r-11,alhic2302,159_3,r,11,alhic2302-159_3-r-11,129.938,129.949,129.9435,129.8689353,129.8799353,129.8744353,0.1085,0.018,-294.36,-36.96,1.36,10.75448409
alhic2302-159_3-r-12,alhic2302,159_3,r,12,alhic2302-159_3-r-12,129.949,129.961,129.955,129.8799353,129.8919353,129.8859353,0.1085,0.018,-295.5,-37.19,2.03,11.67509233
alhic2302-159_3-r-13,alhic2302,159_3,r,13,alhic2302-159_3-r-13,129.961,129.972,129.9665,129.8919353,129.9029353,129.8974353,0.1085,0.018,-294.63,-37.07,1.91,11.58487044
alhic2302-159_3-r-14,alhic2302,159_3,r,14,alhic2302-159_3-r-14,129.972,129.984,129.978,129.9029353,129.9149353,129.9089353,0.1085,0.018,-295.14,-37.05,1.22,10.64095652
alhic2302-159_3-r-15,alhic2302,159_3,r,15,alhic2302-159_3-r-15,129.984,129.995,129.9895,129.9149353,129.9259353,129.9204353,0.1085,0.018,-295.06,-37.07,1.53,10.97507541
alhic2302-159_3-r-16,alhic2302,159_3,r,16,alhic2302-159_3-r-16,129.995,130.007,130.001,129.9259353,129.9379353,129.9319353,0.1085,0.018,-295.09,-37.11,1.8,11.37386045
alhic2302-159_3-r-17,alhic2302,159_3,r,17,alhic2302-159_3-r-17,130.007,130.018,130.0125,129.9379353,129.9489353,129.9434353,0.1085,0.018,-294.73,-37.09,1.96,11.66374761
alhic2302-159_3-r-18,alhic2302,159_3,r,18,alhic2302-159_3-r-18,130.018,130.03,130.024,129.9489353,129.9609353,129.9549353,0.1085,0.018,-294.53,-37.05,1.85,11.50600234
alhic2302-159_3-r-19,alhic2302,159_3,r,19,alhic2302-159_3-r-19,130.03,130.041,130.0355,129.9609353,129.9719353,129.9664353,0.1085,0.018,-294.43,-37.03,1.78,11.42714332
alhic2302-159_3-r-20,alhic2302,159_3,r,20,alhic2302-159_3-r-20,130.041,130.053,130.047,129.9719353,129.9839353,129.9779353,0.1085,0.018,-294.26,-36.99,1.66,11.22694486
