,core,time,section,face,ACorDC,AC_col_sp,DC_col_sp,DC_volt,note,mm_per_encode_step,num_tracks,ACDC_offset,laser_offset,Y_left,Y_right,AC_edgespace,DC_edgespace,idx1_raw,idx1_rel,idx2_rel,idx3_rel,idx_abs,xmin,xmax,header,filename
70,alhic2201,2024-03-22-14-12,26_1,t,DC,10,25,1000,,0.25,13,305,-10,14.915554687499991,138.21717578124992,18,10,18.2578125,0,0.0,0.0,22.1,129.4484375,973.596875,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-22/2024-03-22-14-12-alhic2201-26_1-t.txt
71,alhic2201,2024-03-19-13-55,2_1,r,AC,10,25,1000,,0.25,5,305,-10,34.33960937499998,100.89554687499997,18,10,12.1671875,0,0.0,0.0,0.77,27.275,1087.5984375,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-13-55-alhic2201-2_1-r.txt
72,alhic2201,2024-03-19-13-41,2_1,r,DC,10,25,1000,,0.25,6,305,-10,34.33960937499998,100.89554687499997,18,10,12.1671875,0,0.0,0.0,0.77,27.275,1087.5984375,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-13-41-alhic2201-2_1-r.txt
73,alhic2201,2024-03-19-12-52,2_1,t,AC,10,25,1000,first run. changed acdc spacing,0.25,8,305,-10,2.733972656249999,123.52089453124994,18,10,6.4109375,0,0.0,0.0,0.77,29.209375,825.4406250000001,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-12-52-alhic2201-2_1-t.txt
74,alhic2201,2024-03-19-13-16,2_1,t,DC,10,25,1000,,0.25,9,305,-10,4.259957031249997,123.70395312499991,18,10,5.0484375,0,0.0,0.0,0.77,26.059375000000003,822.8421875,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-13-16-alhic2201-2_1-t.txt
75,alhic2201,2024-03-19-15-32,4_2,r,AC,10,25,1000,,0.25,4,305,-10,38.92996484374998,103.86169140624996,18,10,216.8078125,0,0.0,0.0,2.58,223.3453125,896.2734375,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-15-32-alhic2201-4_2-r.txt
76,alhic2201,2024-03-19-15-17,4_2,r,DC,10,25,1000,,0.25,5,305,-10,38.92996484374998,103.86169140624996,18,10,216.8078125,0,0.0,0.0,2.58,223.3453125,896.2734375,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-15-17-alhic2201-4_2-r.txt
77,alhic2201,2024-03-19-14-51,4_2,t,AC,10,25,1000,,0.25,8,305,-10,22.45022656249999,142.61951171874992,18,10,166.16875000000002,0,0.0,0.0,2.58,203.0828125,854.896875,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-14-51-alhic2201-4_2-t.txt
78,alhic2201,2024-03-19-14-33,4_2,t,DC,10,25,1000,,0.25,9,305,-10,21.52401953124999,142.50392187499995,18,10,164.4234375,0,0.0,0.0,2.58,202.6484375,854.621875,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-14-33-alhic2201-4_2-t.txt
79,alhic2201,2024-03-20-08-36,5_1,r,AC,10,25,1000,,0.25,5,305,-10,39.29806640624998,104.52348046874994,17,10,4.6875,0,0.0,0.0,3.27,45.5984375,1113.35625,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-20/2024-03-20-08-36-alhic2201-5_1-r.txt
80,alhic2201,2024-03-20-08-25,5_1,r,DC,10,25,1000,,0.25,6,305,-10,39.29806640624998,104.52348046874994,17,10,4.6875,0,0.0,0.0,3.27,45.5984375,1113.35625,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-20/2024-03-20-08-25-alhic2201-5_1-r.txt
81,alhic2201,2024-03-19-16-15,5_1,t,AC,10,25,1000,,0.25,9,305,-10,24.166214843749987,138.22759374999993,17,10,11.48125,0,0.0,0.0,3.27,18.290625,1132.4515625,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-16-15-alhic2201-5_1-t.txt
82,alhic2201,2024-03-19-15-51,5_1,t,DC,10,25,1000,,0.25,10,305,-10,23.76041015624999,137.45418359374992,17,10,11.971875,0,0.0,0.0,3.27,15.2109375,1138.8328125,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-19/2024-03-19-15-51-alhic2201-5_1-t.txt
83,alhic2201,2024-03-20-10-14,7_1,r,AC,10,25,1000,,0.25,5,305,-10,39.09615624999998,102.88686718749996,17,10,17.6125,0,0.0,0.0,4.66,17.609375,1011.528125,22,/Users/Liam/Desktop/UW/ECM/raw_data/2024-03-20/2024-03-20-10-14-alhic2201-7_1-r.txt
